	小分類名
411504	キュレルボディケア
411593	NPPその他キュレル
411594	その他キュレル
411600	DRシーラボ
411601	DRシーラボ　スキンケア
411602	DRシーラボ　メイク
411603	DRシーラボ　ヘアケア
411604	DRシーラボ　ボディケア
411693	NPPその他　DRシーラボ
411694	その他DRシーラボ
411700	アスタリフト
411701	アスタリフト　スキンケア
411702	アスタリフト　メイク
411703	アスタリフト　ヘアケア
411704	アスタリフト　ボディケア
411793	NPPその他　アスタリフト
411794	その他　アスタリフト
411800	ハウスオブローゼ（セルフ）
411801	ハウス　スキンケア
411802	ハウス　メイク
411803	ハウス　ヘアケア
411804	ハウス　ボディケア
411805	ハウス　トータルケア
411893	NPPその他　ハウス
411894	その他　ハウス
411900	パーフェクトワン
411901	パーフェクトワン　スキンケア
411902	パーフェクトワン　メイク
411903	パーフェクトワン　ヘアケア
411904	パーフェクトワン　ボディケア
411993	NPPその他　パーフェクトワン
411994	その他　パーフェクトワン
412000	オーガニック
412001	ヴェレダ
412002	ナチュラグラッセ
412003	オーブリー
412004	ネオベビー・ネイチャーズフォー
412005	アクアアクア
412006	ラカスタ
412007	チャントアチャーム
412008	オーガニックフェムテック
412009	オーガニック　メイク
412010	オーガニック　スキンケア
412011	オーガニック　ヘアケア
412093	NPPその他　オーガニック
412094	その他　オーガニック
412100	ナチュラルフェイスケア
412101	HABA
412102	ビオデルマ
412103	アルージェ
412104	ヒノキ
412105	松山・L&B
412106	トランシーノ
412107	ミノン
412108	アクセーヌ
412109	Nオーガニック
412110	ラフラ
412111	ラロッシュポゼ
412112	コラージュ
412113	ママバター
412114	コラリッチ
412115	アンドウルフ
412116	ファンケル
412117	オージオ
412193	NPPその他　ナチュアルフェイス
412194	その他　ナチュアルフェイス
412200	AtoZヘア・ボディ
412201	AtoZサロン
412202	AtoZダメトラ
412203	AtoZスタイリング
412204	AtoZギフト
412205	AtoZシーズン
412206	AtoZ入浴・ボディ
412293	NPPその他　ヘア・ボディ
412294	その他　ヘア・ボディ
412300	スキンケアその他8％
416000	特務商品：スキンケア
420100	レディースブラ・ショーツ
420101	単品ﾌﾞﾗ・ﾊｰﾌﾄｯﾌﾟ
420102	ブラジャー＆ショーツ
420103	シリコンブラ
420104	ショーツ1P
420105	ショーツバンドル
420106	その他
420200	レディース肌着
420201	1Pインナー
420202	夏1Pインナー
420203	冬1Pインナー
420204	バンドルインナー
420205	夏バンドルインナー
420206	冬バンドルインナー
420207	スポーツインナー
420208	補正インナー
420209	トリンプ
420210	ワコール
420211	その他NB
420212	その他
420220	ワコールプロパー
420221	ワコールマタニティー
420222	ワコールナイティ
420223	ワコール割引除外
420224	ワコールその他
420225	ウィングプロパー
420226	ウィングティーン
420227	ウィングバーゲン
420228	トリンププロパー
420229	トリンプスロギー
420230	トリンプブランド
420231	トリンプアモスタイル
420291	加工代
420292	ﾘﾍﾞｰﾄ
420293	値引
420294	催事
420295	ｺﾝｾ
420296	諸掛
420297	削除ＳＫＵの売上
420298	その他
420300	レディースソックス
420301	よりどりソックス
420302	ｷｬﾗｸﾀｰ1P
420303	ｷｬﾗｸﾀｰﾊﾞﾝﾄﾞﾙｿｯｸｽ
420304	1Pソックス
420305	夏1Pソックス
420306	冬1Pソックス
420307	バンドルソックス
420308	夏バンドルソックス
420309	冬バンドルソックス
420310	ストッキング1P
420311	ストッキングバンドル
420312	タイツ1P
420313	タイツバンドル
420314	レギンス・トレンカ
420315	着圧レギンス
420316	ルームソックス
420317	その他
420400	キッズ・ベビー
420401	男児トドラー衣料
420402	女児トドラー衣料
420403	男児スクール衣料
420404	女児スクール衣料
420405	子供ブランドカセット
420406	子供ﾄﾚｰﾆﾝｸﾞｳｪｱ
420407	子供スノーウェア
420408	子供ﾊﾟｼﾞｬﾏ・ﾙｰﾑｳｪｱ
420409	子供服飾雑貨
420410	男児肌着
420411	女児肌着
420412	男児靴下
420413	女児靴下
420414	ベビー衣料・雑貨
420415	ﾍﾞﾋﾞｰ･ｷｯｽﾞｱｳﾄﾚｯﾄ
420416	キッズ福袋
420417	学校指定学生服・洋品
420418	ｷｯｽﾞﾌｧｯｼｮﾝﾏｽｸ関連
420419	キャラクター衣料・ルームウェア
420420	キャラクター肌着
420421	キャラクター靴下
420500	ナイティ・エプロン
420501	紳士ナイティ
420502	紳士ﾌﾞﾗﾝﾄﾞﾅｲﾃｨ
420503	紳士ｷｬﾗｸﾀｰﾅｲﾃｨ
420504	紳士ﾅｲﾃｨ（PB・OEM）
420505	婦人ﾅｲﾃｨ
420506	婦人ﾌﾞﾗﾝﾄﾞﾅｲﾃｨ
420507	婦人ｷｬﾗｸﾀｰﾅｲﾃｨ
420508	婦人ﾅｲﾃｨ（PB・OEM）
420509	エプロン
420510	袢纏・ベスト・ガウン
420511	ﾅｲﾃｨ･ｴﾌﾟﾛﾝ福袋
426000	特務：レディース・キッズインナー
430100	店舗処分　1　上期
430101	1店上期
430200	店舗処分　1　下期
430201	1店下期
430300	店舗処分　2　上期
430301	2店上期
430400	店舗処分　2　下期
430401	2店下期
430500	店舗処分　3　上期
430501	3店上期
430600	店舗処分　3　下期
430601	3店下期
430700	店舗処分　4　上期
430701	4店上期
430800	店舗処分　4　下期
430801	4店下期
430900	店舗処分　5　上期
430901	5店上期
431000	店舗処分　5　下期
431001	5店下期
431100	店舗処分　6　上期
431101	6店上期
431200	店舗処分　6　下期
431201	6店下期
431300	店舗処分　7　上期
431301	7店上期
431400	店舗処分　7　下期
431401	7店下期
431500	特別処分　1
431501	1特別
431600	特別処分　2
431601	2特別
431700	特別処分　3
431701	3特別
431800	特別処分　4
431801	4特別
431900	特別処分　5
431901	5特別
432000	特別処分　6
432001	6特別
432100	特別処分　7
432101	7特別
433100	ドンキ事業部特別在庫A 第1
433200	ドンキ事業部特別在庫A 第2
433300	ドンキ事業部特別在庫A 第3
433400	ドンキ事業部特別在庫A 第4
433500	ドンキ事業部特別在庫A 第5
433600	ドンキ事業部特別在庫A 第6
433700	ドンキ事業部特別在庫A 第7
433800	ドンキ事業部特別在庫A 他
434100	ドンキ事業部特別在庫B 第1
434200	ドンキ事業部特別在庫B 第2
434300	ドンキ事業部特別在庫B 第3
434400	ドンキ事業部特別在庫B 第4
434500	ドンキ事業部特別在庫B 第5
434600	ドンキ事業部特別在庫B 第6
434700	ドンキ事業部特別在庫B 第7
434800	ドンキ事業部特別在庫B 他
435100	ドンキ事業部特別在庫Ａ他
435101	ドンキ事業部特別在庫Ａ第1
435102	ドンキ事業部特別在庫Ａ第2
435103	ドンキ事業部特別在庫Ａ第3
435105	ドンキ事業部特別在庫Ａ第5
435106	ドンキ事業部特別在庫Ａ第6
435107	ドンキ事業部特別在庫Ａ第7
435200	ドンキ事業部特別在庫Ｂ
435201	ドンキ事業部特別在庫Ｂ第1
435202	ドンキ事業部特別在庫Ｂ第2
435203	ドンキ事業部特別在庫Ｂ第3
435205	ドンキ事業部特別在庫Ｂ第5
435206	ドンキ事業部特別在庫Ｂ第6
435207	ドンキ事業部特別在庫Ｂ第7
435300	ドンキ支社特別在庫Ａ他
435301	ドンキ支社特別在庫Ａ第1
435302	ドンキ支社特別在庫Ａ第2
435303	ドンキ支社特別在庫Ａ第3
435305	ドンキ支社特別在庫Ａ第5
435306	ドンキ支社特別在庫Ａ第6
435307	ドンキ支社特別在庫Ａ第7
435400	ドンキ支社特別在庫Ｂ
435401	ドンキ支社特別在庫Ｂ第1
435402	ドンキ支社特別在庫Ｂ第2
435403	ドンキ支社特別在庫Ｂ第3
435405	ドンキ支社特別在庫Ｂ第5
435406	ドンキ支社特別在庫Ｂ第6
435407	ドンキ支社特別在庫Ｂ第7
436100	ドンキ支社特別在庫Ｂ 第1
436200	ドンキ支社特別在庫Ｂ 第2
436300	ドンキ支社特別在庫Ｂ 第3
436400	ドンキ支社特別在庫Ｂ 第4
436500	ドンキ支社特別在庫Ｂ 第5
436600	ドンキ支社特別在庫Ｂ 第6
436700	ドンキ支社特別在庫Ｂ 第7
436800	ドンキ支社特別在庫Ｂ 他
437100	ドンキ支社特別在庫Ａ 第1
437200	ドンキ支社特別在庫Ａ 第2
437300	ドンキ支社特別在庫Ａ 第3
437400	ドンキ支社特別在庫Ａ 第4
437500	ドンキ支社特別在庫Ａ 第5
437600	ドンキ支社特別在庫Ａ 第6
437700	ドンキ支社特別在庫Ａ 第7
437800	ドンキ支社特別在庫Ａ 他
438100	アウトレット評価損A第1
438200	アウトレット評価損A第2
438300	アウトレット評価損A第3
438400	アウトレット評価損A第4
438500	アウトレット評価損A第5
438600	アウトレット評価損A第6
438700	アウトレット評価損A第7
439100	旧　第1評価損
439101	35期　第１　PB評損
439102	第１ PB･OEM処分
439200	旧　第2評価損
439201	35期　第２　PB評損
439202	第２ PB･OEM処分
439300	旧　第3評価損
439301	35期　第３　PB評損
439302	第３　PB・OEM処分
439400	旧　第4評価損
439401	35期　第４　PB評損
439402	第４　PB・OEM処分
439500	旧　第5評価損
439501	35期　第５　PB評損
439502	第５ PB･OEM処分
439600	旧　第6評価損
439601	35期　第６　PB評損
439602	第６ PB･OEM処分
439700	旧　第7評価損
439701	保留
439702	保留
440100	フードエッセンスカテゴリー回避
440110	旧食品_未定義
440200	トレンドセレクトカテゴリー回避
440210	旧電気・情報通信未定義
440211	旧対面未定義
440212	旧アパレル･寝具･カーテン･クッション未定義
440300	ライフスタイル回避
440301	ライフ家庭雑貨_回避ＪＡＮ
440302	ライフ日用消耗_回避ＪＡＮ
440303	ライフ玩具バラエティ回避ＪＡＮ
440310	旧カー・自転車未定義
440311	旧家庭雑貨未定義
440312	旧日用消耗_未定義
440313	旧薬品_未定義
440314	旧スポーツ未定義
440315	旧玩具バラエティー未定義
440316	旧ペット未定義
440317	旧自転車未定義
440318	旧文具_未定義
440319	旧BOOKS未定義
440320	旧ホームファニシング未定義
440321	旧化粧品　未定義
440400	酒回避
440500	ブランド回避
440600	家電回避
440700	その他回避
445100	U食品回避(標準)
445189	会員割引除外
445198	その他
445200	U食品回避
445289	会員割引除外
445298	その他
445300	U衣料回避
445389	会員割引除外
445398	その他
445500	U住関回避
445589	会員割引除外
445598	その他
445600	U住関回避(軽減税)
445689	会員割引除外
445698	その他
445700	U内税回避(標準)
445789	会員割引除外
445798	その他
445800	U非課税回避
445889	会員割引除外
445898	その他
450100	特売企画
450101	企画A
450102	企画B
450103	ギフト商品
450104	景品
450105	通販商品
450106	非課税商品
450107	企画C
450108	その他未定義
450109	販売用ユニフォーム
450110	Ｍａｊｉｃａ
450111	御贔屓カード実績
450112	ＢＭカード実績
450113	zino 通常景品 （クーポン）
450114	zino 通常景品 （配送）
450115	zino 通常景品 （単品）
450116	zino 企画景品 （クーポン）
450117	zino 企画景品 （配送）
450118	zino 企画景品 （単品）
450200	イベントＣＤ
450300	イベントＣＤ予約
450400	イベントグッズ
450500	majica（ユニー用）
450510	majica（ユニー用）
450600	販促クーポン
456000	特務商品：特売企画
459100	特別催事（軽減税）
459198	その他
459200	特別催事
459298	その他
459300	食品催事（軽減税）
459301	催事２1
459302	催事２２
459303	催事２３
459304	催事２４
459305	催事２５
459306	催事２６
459307	催事２７
459308	催事２８
459309	催事２９
459310	催事３０
459311	催事３１
459312	催事３２
459313	催事３３
459314	催事３４
459315	催事３５
459316	催事３６
459317	催事３７
459318	催事３８
459319	催事３９
459320	催事４０
459394	食品催事（軽減税）
459398	食品催事（軽減税）
459400	一般催事（標準税）
459401	催事1
459402	催事2
459403	催事3
459404	催事4
459405	催事5
459406	催事6
459407	催事7
459408	催事8
459409	催事9
459410	催事10
459411	催事11
459412	催事12
459413	催事13
459414	催事14
459415	催事15
459416	催事16
459417	催事17
459418	催事18
459419	催事19
459420	催事20
459498	その他
460100	新規携帯
460101	携帯機種変更
460102	プリペード本体
460103	プリペードカード
460104	携帯その他
460105	ドンポケ
460106	国際電話カード
460107	リフォーム手数料
460108	リユース携帯
470100	メディア戦略商品
470101	メディア電気
470102	メディアカー用品
470103	メディア家庭用雑貨
470104	メディア日用消耗品
470105	メディア食品
470106	メディアスポーツ
470107	メディア大工
470108	メディア玩具
470109	メディアペット
470110	メディアバラエティ
470111	メディア自転車
470112	メディア対面
470113	メディア文具
470114	メディア酒類
470115	メディアアパレル
470116	メディア情報通信
470117	メディア情報館
470118	メディア書籍
470119	メディア対面２
470200	メディア消化仕入
470300	メディア特殊
480100	乗物
480200	灯油店頭
480300	売上ＳＳ
480400	灯油宅配
480500	情熱倶楽部コミッション
480600	自販機（その他）
480700	リフォーム手数料
490100	産直青果
490200	産直鮮魚
490300	産直精肉
490400	産直惣菜
490500	産直パン・ベーカリー
490600	産直日配
490700	産直玉子
490800	産直加工食品
490900	産直菓子
491000	産直米
491100	産直地酒・地ビール
491200	産直その他手工芸品
491300	産直肥料類
491400	産直その他産直
491500	産直催事・副資材
491600	産直未定義
491700	産直自動販売機
491800	産直青果買取
495100	産直委託青果
495200	産直委託鮮魚
495300	産直委託精肉
495400	産直委託惣菜
495500	産直委託パン・ベーカリー
495600	産直委託日配
495700	産直委託玉子
495800	産直委託加工食品
495900	産直委託菓子
496000	産直委託米
496100	産直委託地酒・地ビール
496200	産直委託その他手工芸品
496300	産直委託肥料類
496400	産直委託その他委託
496500	産直委託催事・副資材
496600	産直委託未定義
496700	産直館委託手数料
500100	TENGA・iroha
500101	TENGA　スポット
500102	TENGA　定番
500103	iroha
500120	TENGA・iroha　その他
500200	ラブ消耗品
500201	ローション
500202	ホール　アニメ
500203	ホール　女優
500204	ホール　無機質
500205	クリーム/ジェル/スプレー
500206	CBD配合
500220	ラブ消耗品　その他
500300	ラブトイズ
500301	ラブグッズスポット
500302	ローター
500303	バイブ
500304	デンマ
500305	海外ラブグッズ
500306	SM
500307	アナル
500308	リング・サック
500309	ラブコスチューム
500310	ラブソフト
500320	ラブトイズ　その他
502100	ラブ食品(8%)
502101	ラブサプリ(8%)
502102	ラブドリンク(8%)
502103	CBD配合サプリ
502120	ラブ食品　その他(8%)
502200	ラブ内税（10％）全般
502220	ラブ内税（10％）その他
502300	ラブ内税（8％）全般
502320	ラブ内税（8％）その他
502400	ラブ（非課税）全般
502420	ラブ（非課税）その他
506000	特務商品：ラブグッズ
510100	バラエティグッズ
